@RELATION 6000 
  
@ATTRIBUTE appCatergry  {social_contact,navigation,message,game}  
@ATTRIBUTE time   numeric  
@ATTRIBUTE latitude  numeric  
@ATTRIBUTE longitude   numeric 
@ATTRIBUTE permission   {location,contact,phone,microphone} 
@ATTRIBUTE class {true,false}  

@DATA
social_contact,15,36.58,108.35,location,true
navigation,15,36.85,108.46,phone,false
message,23,36.41,106.09,contact,false
navigation,17,37.2,109.13,phone,false
message,19,37.36,105.13,phone,false
social_contact,14,37.23,105.37,location,true
game,13,37.77,107.26,phone,false
navigation,21,38.31,105.27,location,true
message,23,37.95,107.42,contact,false
navigation,15,39.33,109.3,phone,false
game,14,38.82,105.81,phone,false
social_contact,12,37.9,108.06,microphone,true
message,17,39.6,106.01,phone,false
message,15,39.88,109.41,contact,false
message,14,39.41,108.24,location,true
game,21,38.37,109.47,phone,false
message,13,38.99,106.78,phone,false
navigation,21,36.05,108.43,contact,false
message,20,39.48,109.05,phone,false
social_contact,12,38.83,107.7,location,true
message,14,37.01,107.13,location,true
navigation,12,37.56,105.95,contact,false
navigation,20,38.54,107.49,phone,false
social_contact,18,39.54,106.89,location,true
social_contact,21,38.61,108.72,location,true
navigation,16,36.47,108.39,phone,false
navigation,19,38.73,108.63,contact,false
social_contact,24,39.33,107.54,contact,false
navigation,16,38.24,106.4,phone,false
navigation,14,37.02,107.16,microphone,true
social_contact,22,38.6,108.63,contact,false
navigation,17,39.55,105.06,phone,false
game,21,36.88,105.29,microphone,true
message,19,38.07,109.7,location,true
message,13,36.8,108.57,location,true
social_contact,16,39.34,107.83,phone,false
navigation,18,37.92,106.8,location,true
navigation,13,36.01,105.97,microphone,true
social_contact,21,36.05,105.91,phone,false
message,17,39.57,108.09,microphone,true
game,21,36.84,106.63,location,true
navigation,17,37.06,109.35,microphone,true
game,13,38.94,109.38,phone,false
navigation,17,39.27,105.88,location,true
social_contact,17,39.03,108.4,microphone,true
game,17,37.68,109.62,contact,false
navigation,22,38.98,107.23,location,true
message,17,38.88,106.83,microphone,true
message,20,38.15,109.4,contact,false
message,17,39.94,109.16,phone,false
game,16,36.93,108.77,phone,false
social_contact,14,38.01,108.63,location,true
social_contact,16,37.58,108.96,location,true
message,17,37.87,105.6,location,true
navigation,15,38.26,106.24,microphone,true
game,15,36.82,106.58,location,true
game,17,39.93,109.01,contact,false
message,17,39.24,106.36,contact,false
social_contact,20,39.3,106.26,phone,false
game,19,38.57,105.58,contact,false
game,23,39.97,109.74,phone,false
navigation,22,38.44,106.28,location,true
navigation,14,39.01,106.79,phone,false
game,18,38.54,108.44,microphone,true
navigation,14,38.4,106.1,microphone,true
social_contact,21,37.0,107.77,phone,false
message,17,38.35,105.74,location,true
social_contact,16,38.49,107.79,phone,false
navigation,20,39.11,109.78,contact,false
navigation,17,36.97,106.74,microphone,true
social_contact,19,36.65,105.3,microphone,true
message,20,36.97,107.37,contact,false
social_contact,16,37.5,106.93,microphone,true
social_contact,22,39.89,108.83,phone,false
social_contact,12,37.13,109.4,location,true
navigation,19,37.44,108.45,microphone,true
message,22,38.75,109.97,contact,false
social_contact,15,39.9,105.56,location,true
message,22,37.29,105.91,contact,false
social_contact,14,36.77,107.41,microphone,true
message,15,38.7,106.89,microphone,true
social_contact,14,37.25,108.5,location,true
game,21,39.86,107.1,location,true
social_contact,21,37.29,109.03,microphone,true
game,15,37.82,109.03,location,true
game,17,39.57,108.06,contact,false
game,19,38.78,107.98,location,true
navigation,14,36.36,109.9,microphone,true
navigation,18,36.33,109.35,location,true
message,21,38.61,109.38,phone,false
message,18,36.36,109.74,location,true
social_contact,13,37.78,109.4,phone,false
message,16,38.02,107.29,location,true
navigation,14,37.29,105.25,microphone,true
social_contact,17,39.74,108.65,location,true
social_contact,13,36.7,108.26,location,true
social_contact,22,37.7,107.87,phone,false
message,21,38.59,105.04,microphone,true
message,16,38.6,108.78,location,true
social_contact,12,37.29,106.2,microphone,true
social_contact,19,36.01,107.07,phone,false
navigation,17,37.33,105.14,microphone,true
navigation,12,37.22,109.86,location,true
social_contact,13,39.32,105.73,microphone,true
game,20,39.87,107.66,contact,false
message,23,39.8,106.87,contact,false
message,18,37.16,106.16,location,true
message,14,37.13,108.8,phone,false
social_contact,16,39.89,107.96,microphone,true
game,21,39.73,109.07,contact,false
message,19,39.74,108.22,contact,false
message,15,37.51,108.21,phone,false
game,24,37.14,107.2,contact,false
navigation,15,38.81,109.61,location,true
message,14,37.04,109.57,phone,false
social_contact,18,37.95,108.83,phone,false
message,20,38.03,109.89,microphone,true
game,20,39.34,108.15,microphone,true
game,13,37.8,105.98,contact,false
game,23,36.32,108.4,phone,false
social_contact,20,38.4,105.98,contact,false
navigation,18,38.85,108.12,microphone,true
message,21,39.44,106.85,contact,false
message,16,36.22,106.53,phone,false
game,18,37.82,107.15,phone,false
game,21,36.7,105.44,contact,false
message,13,37.08,108.72,location,true
game,17,36.46,107.97,contact,false
social_contact,12,36.55,105.37,location,true
game,22,37.78,106.25,microphone,true
game,16,38.68,108.81,location,true
message,20,36.64,106.97,contact,false
social_contact,14,39.82,109.41,phone,false
game,17,38.38,106.16,contact,false
social_contact,19,39.72,109.03,location,true
social_contact,24,36.85,105.11,contact,false
game,19,37.05,106.28,microphone,true
game,17,39.41,107.3,phone,false
message,18,39.3,105.82,phone,false
social_contact,22,37.79,107.99,contact,false
game,24,38.58,106.57,contact,false
game,12,37.11,107.95,microphone,true
message,14,36.29,105.82,phone,false
social_contact,18,37.68,109.41,contact,false
navigation,13,38.24,109.91,location,true
navigation,18,37.98,109.64,phone,false
social_contact,12,38.98,109.88,location,true
message,20,39.59,109.39,contact,false
message,18,37.01,108.52,location,true
message,14,39.26,109.57,phone,false
social_contact,18,38.14,105.7,phone,false
social_contact,19,38.14,106.07,contact,false
navigation,22,37.85,105.67,location,true
navigation,20,36.46,106.6,contact,false
social_contact,17,36.76,108.13,location,true
game,20,37.28,106.2,location,true
navigation,16,36.21,107.71,microphone,true
navigation,12,37.54,109.79,location,true
navigation,16,37.54,107.63,contact,false
message,14,36.89,109.83,location,true
message,21,36.57,108.09,location,true
navigation,20,39.64,107.42,contact,false
navigation,18,36.33,108.56,contact,false
social_contact,16,39.91,106.48,contact,false
message,12,36.57,108.0,contact,false
navigation,14,38.37,109.9,location,true
navigation,16,39.54,109.84,location,true
navigation,18,36.61,108.76,microphone,true
navigation,13,36.28,109.13,phone,false
navigation,14,36.14,106.06,microphone,true
navigation,22,37.44,109.85,microphone,true
navigation,16,39.92,107.55,phone,false
navigation,14,36.43,109.3,microphone,true
social_contact,17,39.97,109.5,contact,false
navigation,12,37.87,106.77,contact,false
social_contact,14,36.54,109.24,location,true
game,16,38.34,106.59,phone,false
message,19,38.68,106.47,phone,false
social_contact,14,37.62,108.49,microphone,true
social_contact,20,38.23,109.73,location,true
social_contact,12,37.26,107.79,microphone,true
game,13,37.28,108.65,location,true
game,16,39.66,109.4,phone,false
social_contact,19,37.65,105.85,contact,false
message,13,39.94,107.52,phone,false
social_contact,16,37.98,109.67,phone,false
message,12,36.71,109.41,contact,false
message,13,36.18,107.14,microphone,true
social_contact,20,36.15,106.36,contact,false
game,19,37.21,108.35,location,true
game,18,38.98,106.96,location,true
game,17,38.82,109.68,location,true
game,21,36.41,107.47,microphone,true
game,20,37.01,107.69,phone,false
message,19,36.54,105.26,microphone,true
game,20,39.21,109.25,microphone,true
social_contact,22,37.1,108.72,microphone,true
message,12,38.14,109.57,microphone,true
message,15,37.72,109.04,microphone,true
message,16,39.84,105.98,location,true
navigation,13,36.16,108.48,phone,false
message,16,37.08,109.62,microphone,true
game,20,38.76,106.23,contact,false
navigation,14,39.87,109.59,contact,false
game,17,39.49,106.51,microphone,true
social_contact,19,36.82,109.35,location,true
social_contact,15,38.44,105.6,microphone,true
navigation,15,37.65,105.28,phone,false
navigation,23,38.88,107.85,contact,false
navigation,14,37.25,105.88,phone,false
game,20,39.46,106.35,contact,false
social_contact,14,38.31,105.59,microphone,true
game,17,37.12,109.61,microphone,true
social_contact,16,37.42,107.55,contact,false
message,23,36.8,108.43,location,true
game,12,36.62,106.51,microphone,true
navigation,19,38.44,109.96,location,true
navigation,19,37.18,107.84,phone,false
social_contact,20,37.08,105.62,phone,false
social_contact,12,37.53,107.85,location,true
social_contact,24,36.78,109.21,location,true
social_contact,16,36.12,106.68,phone,false
game,20,36.43,107.42,location,true
social_contact,22,36.22,109.03,contact,false
game,22,38.38,105.0,location,true
navigation,21,38.78,109.11,phone,false
game,13,39.26,109.55,microphone,true
navigation,18,39.22,109.46,contact,false
game,23,37.84,108.08,microphone,true
message,16,38.11,105.42,contact,false
message,20,36.8,109.76,phone,false
social_contact,16,39.87,106.73,phone,false
game,20,36.62,106.16,microphone,true
navigation,14,37.79,107.88,microphone,true
game,24,39.12,107.27,phone,false
message,18,37.31,109.46,location,true
message,13,39.88,106.75,contact,false
game,13,36.35,106.73,contact,false
navigation,17,38.84,106.2,contact,false
game,18,37.8,108.16,location,true
message,24,37.95,109.69,microphone,true
message,22,37.51,105.28,microphone,true
game,12,37.66,105.5,location,true
game,22,37.44,106.13,location,true
navigation,20,38.19,107.75,microphone,true
navigation,21,37.69,106.35,microphone,true
message,17,38.3,108.84,location,true
message,12,36.56,106.92,location,true
social_contact,17,39.48,105.96,microphone,true
message,22,38.43,106.26,phone,false
navigation,17,39.8,109.12,contact,false
message,17,38.34,107.06,phone,false
message,17,38.72,109.49,phone,false
navigation,19,36.14,105.47,microphone,true
message,14,37.41,107.74,location,true
navigation,12,37.08,105.51,microphone,true
social_contact,19,36.47,105.99,phone,false
social_contact,14,37.04,108.88,phone,false
game,17,36.24,108.9,contact,false
game,24,36.93,108.28,location,true
message,17,36.59,108.72,contact,false
message,13,37.36,108.09,phone,false
navigation,14,38.59,108.65,contact,false
game,20,36.39,107.15,phone,false
message,24,39.12,107.74,microphone,true
game,12,36.17,107.83,phone,false
message,19,38.4,105.79,phone,false
navigation,13,36.02,105.9,microphone,true
message,14,38.37,109.61,location,true
navigation,22,38.64,109.65,microphone,true
navigation,13,38.37,105.45,contact,false
navigation,13,37.87,105.87,phone,false
message,12,39.57,106.1,contact,false
game,21,37.08,107.48,contact,false
social_contact,19,38.11,108.2,phone,false
game,17,39.2,106.87,phone,false
navigation,18,36.17,105.29,microphone,true
message,19,36.39,109.51,microphone,true
game,19,38.68,107.79,phone,false
message,13,39.03,108.27,phone,false
game,24,39.78,107.97,phone,false
game,20,37.68,109.72,microphone,true
game,13,36.57,109.76,microphone,true
social_contact,12,38.54,105.23,microphone,true
message,15,39.74,107.98,phone,false
social_contact,17,37.75,106.18,microphone,true
game,20,37.73,107.83,phone,false
game,15,38.71,106.87,contact,false
message,16,39.44,108.09,location,true
game,15,36.9,107.93,contact,false
navigation,20,36.6,108.88,phone,false
game,12,39.89,105.36,location,true
game,15,39.09,106.5,microphone,true
game,14,38.33,108.02,phone,false
navigation,18,37.43,105.1,contact,false
message,17,36.2,108.57,phone,false
game,12,38.27,108.7,contact,false
social_contact,17,38.71,109.14,microphone,true
social_contact,12,37.09,107.32,contact,false
social_contact,21,38.56,108.64,location,true
message,19,36.72,107.92,contact,false
message,16,37.01,105.23,contact,false
social_contact,12,39.51,105.3,location,true
social_contact,22,38.51,106.74,microphone,true
game,12,38.51,107.74,phone,false
message,22,39.86,108.07,phone,false
social_contact,18,38.65,108.32,location,true
game,23,37.64,109.05,phone,false
navigation,17,36.89,109.71,phone,false
social_contact,21,37.0,108.68,location,true
navigation,21,36.1,105.17,location,true
message,13,39.46,109.14,contact,false
message,18,37.05,107.74,location,true
message,14,37.94,106.29,microphone,true
message,22,38.12,105.52,location,true
game,15,37.77,109.2,contact,false
game,19,38.69,105.19,phone,false
social_contact,14,37.55,108.09,phone,false
game,19,37.07,107.45,microphone,true
social_contact,16,38.91,107.66,phone,false
game,18,38.68,109.93,location,true
message,12,39.59,109.37,contact,false
social_contact,13,37.61,105.6,phone,false
navigation,19,38.92,105.2,microphone,true
social_contact,15,39.1,106.68,contact,false
navigation,18,36.84,105.74,contact,false
navigation,20,36.63,105.13,phone,false
message,13,37.06,108.4,phone,false
game,21,36.35,108.38,location,true
game,19,36.59,105.84,microphone,true
navigation,20,39.4,108.59,phone,false
social_contact,19,38.9,107.42,contact,false
message,18,39.87,107.88,phone,false
navigation,19,37.35,107.26,phone,false
message,16,36.99,108.37,phone,false
social_contact,14,36.14,107.7,location,true
navigation,16,37.34,107.63,phone,false
message,20,39.49,109.32,location,true
message,16,37.17,106.9,phone,false
social_contact,13,36.89,107.52,location,true
message,12,38.92,106.03,microphone,true
game,23,39.02,108.08,location,true
game,18,37.91,105.79,contact,false
game,16,39.67,107.02,location,true
navigation,19,37.19,109.33,phone,false
message,15,39.79,107.35,microphone,true
social_contact,20,39.32,107.4,contact,false
social_contact,15,39.03,108.21,phone,false
game,22,39.57,106.47,phone,false
message,24,36.22,106.71,phone,false
message,13,36.07,105.62,phone,false
navigation,20,38.89,107.06,location,true
message,19,39.88,108.77,location,true
message,12,39.58,109.0,contact,false
message,14,36.36,107.47,microphone,true
message,13,36.08,107.39,phone,false
navigation,22,38.59,106.41,contact,false
social_contact,16,38.33,108.34,microphone,true
navigation,17,36.33,107.7,phone,false
message,23,36.31,107.7,location,true
social_contact,14,36.63,109.37,contact,false
message,21,36.64,109.25,phone,false
social_contact,18,36.41,105.79,phone,false
game,19,37.36,107.77,location,true
navigation,19,38.7,108.13,location,true
social_contact,12,36.85,109.32,phone,false
message,20,37.05,108.09,contact,false
message,16,38.76,108.81,contact,false
message,13,37.96,109.38,microphone,true
social_contact,16,36.44,109.64,contact,false
social_contact,17,36.13,106.74,phone,false
game,20,39.51,109.63,contact,false
game,13,36.95,109.91,contact,false
game,14,38.0,105.75,microphone,true
social_contact,22,38.73,106.96,microphone,true
social_contact,20,37.24,109.78,microphone,true
message,14,37.48,109.63,phone,false
message,20,39.52,109.06,contact,false
social_contact,15,39.05,106.8,location,true
message,14,37.52,107.68,contact,false
game,14,37.44,107.46,location,true
social_contact,14,36.46,109.92,location,true
game,12,39.93,109.43,phone,false
message,19,39.62,107.4,microphone,true
message,21,36.82,106.21,phone,false
navigation,15,38.75,106.89,location,true
game,23,36.85,105.26,location,true
message,18,36.16,106.78,location,true
message,17,38.25,107.83,phone,false
game,15,39.52,109.07,contact,false
social_contact,16,37.74,109.09,microphone,true
navigation,13,38.15,106.54,location,true
navigation,23,36.83,109.66,microphone,true
social_contact,12,38.27,108.26,contact,false
game,24,36.46,107.62,microphone,true
social_contact,24,36.81,105.43,microphone,true
game,20,37.47,108.53,contact,false
social_contact,19,39.57,107.55,contact,false
social_contact,13,39.49,105.35,microphone,true
game,21,36.97,106.15,location,true
social_contact,16,39.5,107.7,location,true
navigation,18,38.97,107.23,contact,false
game,15,38.28,105.0,phone,false
message,15,37.6,107.53,phone,false
game,21,37.08,106.74,phone,false
navigation,19,37.87,105.5,phone,false
message,24,36.42,106.25,location,true
game,17,38.86,106.49,phone,false
social_contact,13,39.41,107.52,contact,false
navigation,19,37.08,107.25,contact,false
game,13,37.65,106.51,phone,false
message,14,39.96,107.3,phone,false
game,24,36.72,106.93,phone,false
social_contact,19,39.93,106.55,contact,false
social_contact,12,39.76,107.06,phone,false
game,19,37.49,107.33,phone,false
navigation,16,36.54,109.34,microphone,true
game,16,37.27,108.67,contact,false
game,13,39.68,109.58,contact,false
navigation,16,36.18,109.02,location,true
navigation,21,38.73,105.65,microphone,true
social_contact,20,39.48,108.88,phone,false
game,14,38.13,105.85,location,true
social_contact,17,38.17,109.3,microphone,true
social_contact,16,37.53,105.84,location,true
message,12,39.13,105.34,location,true
message,14,39.55,108.49,microphone,true
navigation,16,38.67,107.16,phone,false
navigation,20,37.01,107.46,microphone,true
game,14,39.85,108.74,microphone,true
game,20,38.28,105.93,location,true
navigation,14,37.12,105.97,microphone,true
game,22,39.57,106.55,location,true
game,19,36.31,106.36,contact,false
navigation,14,36.69,107.8,location,true
game,23,38.09,109.75,phone,false
navigation,17,39.21,109.23,phone,false
social_contact,18,37.92,107.03,location,true
social_contact,17,36.76,105.13,microphone,true
message,24,39.06,105.4,contact,false
message,19,38.03,105.69,contact,false
game,13,39.17,109.46,location,true
game,13,39.96,107.52,microphone,true
social_contact,16,38.45,106.41,contact,false
social_contact,16,37.64,105.73,microphone,true
game,16,39.71,109.91,phone,false
message,14,39.17,106.0,phone,false
game,19,39.03,105.18,location,true
social_contact,13,36.21,106.77,microphone,true
game,15,38.31,109.55,phone,false
game,12,37.85,107.82,microphone,true
social_contact,19,36.65,107.89,location,true
message,20,36.49,105.15,location,true
navigation,13,39.07,105.71,location,true
navigation,17,38.19,109.89,location,true
game,13,37.95,109.46,microphone,true
game,17,38.69,109.8,phone,false
game,16,39.35,106.35,microphone,true
social_contact,20,38.36,108.12,location,true
social_contact,15,37.15,108.56,location,true
message,14,36.88,105.2,contact,false
social_contact,15,37.18,106.34,microphone,true
navigation,21,39.59,108.26,contact,false
game,23,36.02,106.22,contact,false
social_contact,22,37.97,106.68,location,true
message,22,36.55,107.75,location,true
social_contact,14,37.58,107.6,microphone,true
social_contact,19,38.94,109.37,phone,false
game,20,39.43,108.06,contact,false
navigation,23,37.65,106.18,phone,false
message,17,37.52,109.01,microphone,true
social_contact,16,36.13,109.18,microphone,true
game,13,36.88,107.59,contact,false
social_contact,20,36.37,106.17,location,true
navigation,14,36.34,107.44,contact,false
game,22,37.14,106.81,phone,false
navigation,12,38.39,107.05,phone,false
social_contact,24,39.15,105.78,phone,false
game,24,38.34,105.23,contact,false
navigation,15,38.9,107.66,location,true
social_contact,17,38.08,105.45,location,true
navigation,18,39.17,108.82,location,true
navigation,12,37.61,108.09,phone,false
game,14,38.14,106.57,location,true
navigation,22,39.44,107.89,contact,false
message,12,37.87,106.18,microphone,true
social_contact,15,37.8,107.0,microphone,true
social_contact,20,37.15,107.25,microphone,true
message,14,39.07,106.49,phone,false
navigation,15,38.9,108.9,microphone,true
social_contact,19,36.55,109.79,location,true
navigation,14,36.65,108.59,phone,false
navigation,12,38.27,108.45,location,true
social_contact,13,38.98,105.82,microphone,true
game,16,36.13,107.08,location,true
navigation,13,39.64,108.06,location,true
navigation,19,38.94,105.92,contact,false
message,24,36.16,105.9,microphone,true
social_contact,15,36.02,108.51,microphone,true
social_contact,17,37.07,105.38,phone,false
game,14,39.24,108.15,microphone,true
game,13,36.05,106.9,phone,false
message,16,38.57,108.72,phone,false
navigation,16,38.46,107.17,contact,false
game,18,37.43,105.62,location,true
game,18,39.95,109.78,phone,false
social_contact,20,37.8,106.13,location,true
social_contact,16,36.32,108.03,location,true
message,15,37.53,107.12,contact,false
navigation,22,39.69,106.79,contact,false
social_contact,24,39.56,106.87,microphone,true
game,18,39.41,108.67,location,true
message,17,37.88,107.45,location,true
message,18,38.92,106.77,phone,false
game,15,38.61,105.41,microphone,true
game,15,37.68,108.52,phone,false
message,22,38.78,105.76,location,true
message,17,39.39,108.33,location,true
navigation,22,37.31,109.79,location,true
game,12,38.57,106.09,contact,false
game,22,39.42,106.7,contact,false
navigation,21,36.09,106.87,phone,false
social_contact,19,38.32,109.13,location,true
message,20,38.89,109.71,microphone,true
message,19,39.03,108.85,microphone,true
social_contact,21,38.99,107.47,microphone,true
message,24,37.75,106.64,microphone,true
navigation,17,36.02,106.95,location,true
navigation,18,36.68,105.45,phone,false
social_contact,22,38.91,108.65,phone,false
message,16,36.7,109.06,contact,false
game,22,38.11,109.24,location,true
message,21,38.2,108.91,phone,false
social_contact,13,38.34,105.55,location,true
social_contact,14,38.13,109.6,microphone,true
social_contact,13,38.9,108.64,microphone,true
message,21,37.09,108.59,microphone,true
navigation,14,39.05,107.68,contact,false
navigation,18,37.18,105.34,phone,false
social_contact,18,38.05,107.41,phone,false
game,24,39.99,108.09,location,true
game,17,38.03,106.6,location,true
message,16,38.53,107.8,microphone,true
message,17,37.21,109.09,microphone,true
social_contact,20,39.51,108.17,microphone,true
navigation,22,37.26,106.91,contact,false
message,24,38.36,109.3,contact,false
message,15,37.72,108.28,phone,false
social_contact,12,39.22,109.04,contact,false
message,21,36.14,105.68,location,true
game,15,36.56,106.25,contact,false
social_contact,17,39.65,107.87,location,true
social_contact,15,36.96,108.43,phone,false
navigation,15,37.93,109.22,location,true
message,22,39.84,108.97,microphone,true
social_contact,19,39.04,109.35,phone,false
navigation,14,36.67,105.34,contact,false
message,12,39.02,105.75,microphone,true
social_contact,23,39.03,106.27,microphone,true
social_contact,14,38.73,109.93,phone,false
social_contact,13,38.95,108.01,location,true
game,14,37.98,107.58,contact,false
message,17,37.62,107.06,contact,false
navigation,15,38.56,109.46,contact,false
social_contact,24,39.28,108.93,contact,false
social_contact,18,39.65,107.3,contact,false
navigation,14,36.04,106.44,location,true
game,22,39.99,107.51,phone,false
game,13,37.46,109.36,microphone,true
navigation,14,38.08,105.36,contact,false
game,21,36.83,109.27,contact,false
game,16,37.78,106.26,phone,false
message,20,36.85,107.27,phone,false
game,21,39.97,105.05,phone,false
social_contact,12,38.35,105.97,location,true
social_contact,14,36.12,108.07,microphone,true
message,22,38.56,107.55,microphone,true
navigation,14,37.27,107.6,contact,false
navigation,23,38.61,106.72,phone,false
game,20,39.18,108.28,microphone,true
message,20,36.9,109.21,location,true
game,24,36.27,108.83,microphone,true
game,16,37.14,108.44,microphone,true
message,18,37.98,108.85,contact,false
game,21,37.63,108.4,location,true
game,14,36.98,107.03,contact,false
navigation,15,36.13,108.75,location,true
game,17,36.12,109.74,microphone,true
social_contact,20,39.22,106.93,microphone,true
message,16,37.31,107.55,contact,false
game,22,36.6,105.67,location,true
navigation,12,38.0,107.2,contact,false
game,15,36.62,106.79,location,true
navigation,21,38.19,108.84,contact,false
game,18,38.48,105.63,phone,false
navigation,13,39.62,105.79,microphone,true
social_contact,15,36.59,109.3,location,true
message,16,37.98,107.37,location,true
navigation,18,36.76,105.35,contact,false
message,15,39.94,108.36,contact,false
navigation,14,37.96,106.37,location,true
message,17,36.76,109.27,phone,false
navigation,12,36.27,109.06,phone,false
social_contact,13,37.04,107.83,location,true
social_contact,14,39.72,107.98,phone,false
message,14,37.99,107.22,location,true
message,15,37.19,106.88,microphone,true
social_contact,19,37.64,109.79,phone,false
game,24,39.25,106.89,contact,false
social_contact,13,37.08,109.45,microphone,true
social_contact,22,36.45,105.92,microphone,true
game,13,37.42,107.8,contact,false
game,22,37.34,106.55,microphone,true
social_contact,22,39.59,107.2,location,true
social_contact,22,38.27,105.59,microphone,true
navigation,15,39.69,107.84,microphone,true
social_contact,15,38.89,107.59,microphone,true
navigation,15,39.98,108.51,contact,false
game,24,36.16,107.77,microphone,true
navigation,13,38.76,107.64,contact,false
message,19,36.51,109.3,microphone,true
message,19,39.8,107.23,location,true
message,23,38.38,106.92,contact,false
game,18,38.55,105.91,microphone,true
game,21,38.08,109.57,phone,false
navigation,20,36.09,109.23,phone,false
game,19,38.25,109.83,microphone,true
social_contact,18,36.29,109.26,phone,false
game,23,37.73,107.19,location,true
game,12,36.13,107.06,microphone,true
social_contact,19,36.4,108.8,location,true
navigation,12,39.31,107.84,microphone,true
game,15,38.42,107.15,contact,false
message,14,36.03,106.84,location,true
message,16,37.88,105.42,phone,false
navigation,22,39.32,106.96,contact,false
social_contact,18,38.52,107.43,microphone,true
game,12,38.15,109.74,phone,false
social_contact,20,37.88,107.37,location,true
game,15,36.63,109.35,microphone,true
social_contact,15,37.59,105.17,phone,false
game,20,39.22,107.22,contact,false
message,14,36.69,109.27,contact,false
game,15,39.22,109.75,contact,false
navigation,13,38.13,106.11,phone,false
game,22,37.91,105.41,location,true
message,13,37.7,105.52,phone,false
game,16,39.11,105.45,contact,false
message,19,38.11,107.09,phone,false
social_contact,19,38.48,109.65,phone,false
social_contact,15,38.37,107.45,location,true
social_contact,18,39.91,108.71,location,true
social_contact,19,36.09,105.26,location,true
navigation,13,39.83,106.8,phone,false
social_contact,13,39.67,106.29,contact,false
navigation,17,39.61,107.31,microphone,true
message,14,36.98,108.2,microphone,true
navigation,17,36.38,106.48,phone,false
game,17,36.11,106.78,microphone,true
social_contact,12,37.77,106.24,contact,false
social_contact,14,38.81,107.9,phone,false
game,14,38.52,105.07,contact,false
social_contact,12,38.1,105.12,location,true
navigation,14,37.74,105.68,phone,false
message,22,39.87,106.52,location,true
game,12,38.78,109.5,microphone,true
social_contact,18,36.79,106.21,location,true
message,13,39.29,107.11,location,true
social_contact,21,39.33,109.18,microphone,true
navigation,22,38.56,108.29,microphone,true
social_contact,19,36.27,106.86,contact,false
navigation,21,37.05,109.31,phone,false
game,16,38.1,105.47,phone,false
navigation,17,36.55,105.71,location,true
game,14,37.2,107.94,phone,false
navigation,21,38.74,106.67,phone,false
game,12,38.57,106.83,location,true
message,18,36.96,109.75,phone,false
navigation,14,38.83,108.21,microphone,true
message,12,37.29,107.56,location,true
social_contact,18,39.26,105.25,contact,false
navigation,22,38.57,106.18,location,true
social_contact,15,37.46,109.62,location,true
navigation,15,38.88,105.69,location,true
message,19,36.32,109.43,phone,false
message,15,39.66,108.92,microphone,true
game,12,39.91,109.74,microphone,true
navigation,16,36.79,107.43,phone,false
navigation,19,38.53,108.9,microphone,true
message,18,38.75,106.0,microphone,true
social_contact,15,38.38,108.31,microphone,true
social_contact,21,36.72,105.38,phone,false
navigation,22,38.46,108.27,location,true
message,19,37.37,106.92,location,true
social_contact,21,38.92,108.1,phone,false
navigation,17,39.6,107.93,microphone,true
message,22,37.36,108.43,microphone,true
message,16,37.75,108.32,microphone,true
navigation,13,38.04,109.46,microphone,true
navigation,16,38.72,109.31,microphone,true
social_contact,14,37.42,109.51,location,true
game,20,36.05,107.67,phone,false
social_contact,22,37.55,105.45,phone,false
message,15,36.32,106.69,location,true
social_contact,22,38.09,106.38,phone,false
navigation,20,36.67,108.35,location,true
navigation,17,39.24,109.48,contact,false
game,17,39.32,109.59,microphone,true
game,21,38.7,109.92,location,true
game,18,37.41,105.03,microphone,true
game,18,37.66,108.79,phone,false
game,16,39.78,106.59,contact,false
message,21,36.03,109.44,phone,false
game,12,36.7,108.85,microphone,true
game,18,39.56,106.66,location,true
social_contact,17,38.16,105.46,location,true
social_contact,16,36.47,109.52,microphone,true
game,17,39.39,105.29,contact,false
game,15,38.52,106.88,location,true
social_contact,13,39.64,108.78,contact,false
message,18,38.01,106.31,location,true
game,22,39.78,109.56,location,true
social_contact,15,39.85,108.53,contact,false
game,21,39.1,105.1,microphone,true
message,17,37.69,107.39,contact,false
game,18,36.34,106.23,location,true
social_contact,13,38.89,109.95,microphone,true
message,13,36.87,107.98,phone,false
message,15,37.46,106.12,location,true
game,19,36.26,107.55,phone,false
social_contact,12,38.58,106.15,phone,false
message,15,39.32,108.91,microphone,true
social_contact,21,37.26,106.92,contact,false
social_contact,18,36.88,108.53,location,true
social_contact,12,36.21,107.04,phone,false
game,16,37.81,107.38,microphone,true
navigation,20,37.3,107.69,phone,false
navigation,20,38.87,106.15,microphone,true
message,14,38.45,107.4,contact,false
game,21,37.17,109.97,microphone,true
social_contact,23,38.25,105.6,phone,false
message,17,36.64,107.51,phone,false
social_contact,15,37.23,105.74,microphone,true
navigation,20,37.37,105.1,phone,false
game,21,36.05,109.75,phone,false
game,19,37.27,107.86,contact,false
social_contact,17,37.32,107.26,microphone,true
game,18,39.51,105.64,location,true
game,19,37.18,108.8,location,true
game,18,37.9,106.58,location,true
message,19,38.5,108.65,microphone,true
navigation,12,38.34,109.81,phone,false
game,16,36.18,105.28,location,true
social_contact,16,37.26,106.55,microphone,true
social_contact,14,39.86,105.36,phone,false
game,19,36.02,107.9,contact,false
social_contact,15,39.59,109.75,phone,false
navigation,12,39.8,107.82,location,true
navigation,23,39.81,108.13,phone,false
